Node,Time,Name,Value
W05F,2025-03-01T13:19:59.894702592Z,env.traffic.count.total,22
W05F,2025-03-01T13:13:42.297240832Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T13:13:42.297240832Z,env.traffic.count.incoming.straight,3
W05F,2025-03-01T13:13:42.297240832Z,env.traffic.count.total,4
W05F,2025-03-01T13:07:21.035005952Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T13:07:21.035005952Z,env.traffic.count.outgoing.straight,7
W05F,2025-03-01T13:07:21.035005952Z,env.traffic.count.total,8
W05F,2025-03-01T13:01:07.514922752Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T13:01:07.514922752Z,env.traffic.count.total,1
W05F,2025-03-01T12:54:33.400196096Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T12:54:33.400196096Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T12:54:33.400196096Z,env.traffic.count.outgoing.straight,9
W05F,2025-03-01T12:54:33.400196096Z,env.traffic.count.total,12
W05F,2025-03-01T12:48:29.016834304Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T12:48:29.016834304Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T12:48:29.016834304Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T12:48:29.016834304Z,env.traffic.count.total,3
W05F,2025-03-01T12:41:59.986131456Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T12:41:59.986131456Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T12:41:59.986131456Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T12:41:59.986131456Z,env.traffic.count.outgoing.straight,13
W05F,2025-03-01T12:41:59.986131456Z,env.traffic.count.total,17
W05F,2025-03-01T12:36:04.561241856Z,env.traffic.count.total,0
W05F,2025-03-01T12:29:57.270314752Z,env.traffic.count.incoming.left,3
W05F,2025-03-01T12:29:57.270314752Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T12:29:57.270314752Z,env.traffic.count.total,4
W05F,2025-03-01T12:23:51.57415424Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T12:23:51.57415424Z,env.traffic.count.total,1
W05F,2025-03-01T12:17:15.031812608Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T12:17:15.031812608Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T12:17:15.031812608Z,env.traffic.count.incoming.straight,5
W05F,2025-03-01T12:17:15.031812608Z,env.traffic.count.outgoing.straight,6
W05F,2025-03-01T12:17:15.031812608Z,env.traffic.count.total,13
W05F,2025-03-01T12:11:10.698523904Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T12:11:10.698523904Z,env.traffic.count.total,1
W05F,2025-03-01T12:04:55.787633408Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T12:04:55.787633408Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T12:04:55.787633408Z,env.traffic.count.total,3
W05F,2025-03-01T11:58:41.920842752Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T11:58:41.920842752Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T11:58:41.920842752Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T11:58:41.920842752Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T11:58:41.920842752Z,env.traffic.count.total,4
W05F,2025-03-01T11:52:35.084009728Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T11:52:35.084009728Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T11:52:35.084009728Z,env.traffic.count.total,4
W05F,2025-03-01T11:46:32.958455808Z,env.traffic.count.total,0
W05F,2025-03-01T11:40:19.590334464Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T11:40:19.590334464Z,env.traffic.count.incoming.straight,3
W05F,2025-03-01T11:40:19.590334464Z,env.traffic.count.total,4
W05F,2025-03-01T11:34:24.961625344Z,env.traffic.count.total,0
W05F,2025-03-01T11:28:16.924704256Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T11:28:16.924704256Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T11:28:16.924704256Z,env.traffic.count.total,4
W05F,2025-03-01T11:22:19.286921216Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T11:22:19.286921216Z,env.traffic.count.total,1
W05F,2025-03-01T11:16:09.210923008Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T11:16:09.210923008Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T11:16:09.210923008Z,env.traffic.count.total,6
W05F,2025-03-01T11:10:08.09588352Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T11:10:08.09588352Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T11:10:08.09588352Z,env.traffic.count.total,2
W05F,2025-03-01T11:03:57.350273792Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T11:03:57.350273792Z,env.traffic.count.incoming.straight,3
W05F,2025-03-01T11:03:57.350273792Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T11:03:57.350273792Z,env.traffic.count.total,7
W05F,2025-03-01T10:57:53.29603584Z,env.traffic.count.total,0
W05F,2025-03-01T10:51:35.793433088Z,env.traffic.count.incoming.left,3
W05F,2025-03-01T10:51:35.793433088Z,env.traffic.count.incoming.straight,4
W05F,2025-03-01T10:51:35.793433088Z,env.traffic.count.total,7
W05F,2025-03-01T10:45:35.910987264Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T10:45:35.910987264Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T10:45:35.910987264Z,env.traffic.count.total,2
W05F,2025-03-01T10:39:10.393777408Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T10:39:10.393777408Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T10:39:10.393777408Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T10:39:10.393777408Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T10:39:10.393777408Z,env.traffic.count.total,8
W05F,2025-03-01T10:33:11.507497984Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T10:33:11.507497984Z,env.traffic.count.total,1
W05F,2025-03-01T10:27:01.694180864Z,env.traffic.count.incoming.straight,3
W05F,2025-03-01T10:27:01.694180864Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T10:27:01.694180864Z,env.traffic.count.total,4
W05F,2025-03-01T10:21:01.433166592Z,env.traffic.count.total,0
W05F,2025-03-01T10:14:26.80539392Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T10:14:26.80539392Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T10:14:26.80539392Z,env.traffic.count.total,4
W05F,2025-03-01T10:08:28.441947904Z,env.traffic.count.total,0
W05F,2025-03-01T10:02:22.187154688Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T10:02:22.187154688Z,env.traffic.count.total,1
W05F,2025-03-01T09:56:11.014749184Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T09:56:11.014749184Z,env.traffic.count.total,1
W05F,2025-03-01T09:49:55.463584768Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T09:49:55.463584768Z,env.traffic.count.incoming.straight,3
W05F,2025-03-01T09:49:55.463584768Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T09:49:55.463584768Z,env.traffic.count.total,7
W05F,2025-03-01T09:44:04.682942208Z,env.traffic.count.total,0
W05F,2025-03-01T09:37:48.245201664Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T09:37:48.245201664Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T09:37:48.245201664Z,env.traffic.count.total,5
W05F,2025-03-01T09:31:51.75505536Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T09:31:51.75505536Z,env.traffic.count.total,1
W05F,2025-03-01T09:25:19.05717248Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T09:25:19.05717248Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T09:25:19.05717248Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T09:25:19.05717248Z,env.traffic.count.total,5
W05F,2025-03-01T09:19:21.447366656Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T09:19:21.447366656Z,env.traffic.count.total,1
W05F,2025-03-01T09:12:56.882193152Z,env.traffic.count.incoming.left,3
W05F,2025-03-01T09:12:56.882193152Z,env.traffic.count.incoming.straight,3
W05F,2025-03-01T09:12:56.882193152Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T09:12:56.882193152Z,env.traffic.count.total,10
W05F,2025-03-01T09:06:49.381507072Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T09:06:49.381507072Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T09:06:49.381507072Z,env.traffic.count.total,3
W05F,2025-03-01T09:00:16.025129728Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T09:00:16.025129728Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T09:00:16.025129728Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T09:00:16.025129728Z,env.traffic.count.total,7
W05F,2025-03-01T08:54:07.183507456Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T08:54:07.183507456Z,env.traffic.count.total,3
W05F,2025-03-01T08:48:00.286019584Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T08:48:00.286019584Z,env.traffic.count.total,1
W05F,2025-03-01T08:42:02.625827584Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T08:42:02.625827584Z,env.traffic.count.total,1
W05F,2025-03-01T08:35:47.844692224Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T08:35:47.844692224Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T08:35:47.844692224Z,env.traffic.count.total,2
W05F,2025-03-01T08:29:43.79029632Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T08:29:43.79029632Z,env.traffic.count.total,2
W05F,2025-03-01T08:23:14.325414656Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T08:23:14.325414656Z,env.traffic.count.incoming.straight,6
W05F,2025-03-01T08:23:14.325414656Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T08:23:14.325414656Z,env.traffic.count.total,10
W05F,2025-03-01T08:17:03.254699776Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T08:17:03.254699776Z,env.traffic.count.total,2
W05F,2025-03-01T08:10:45.409375232Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T08:10:45.409375232Z,env.traffic.count.incoming.straight,5
W05F,2025-03-01T08:10:45.409375232Z,env.traffic.count.outgoing.straight,5
W05F,2025-03-01T08:10:45.409375232Z,env.traffic.count.total,11
W05F,2025-03-01T08:04:38.247620352Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T08:04:38.247620352Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T08:04:38.247620352Z,env.traffic.count.total,4
W05F,2025-03-01T07:58:02.656802304Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T07:58:02.656802304Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T07:58:02.656802304Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T07:58:02.656802304Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T07:58:02.656802304Z,env.traffic.count.total,5
W05F,2025-03-01T07:52:01.296922368Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T07:52:01.296922368Z,env.traffic.count.total,1
W05F,2025-03-01T07:45:42.928526336Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T07:45:42.928526336Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T07:45:42.928526336Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T07:45:42.928526336Z,env.traffic.count.total,7
W05F,2025-03-01T07:39:44.68762752Z,env.traffic.count.total,0
W05F,2025-03-01T07:33:28.492783616Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T07:33:28.492783616Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T07:33:28.492783616Z,env.traffic.count.incoming.straight,10
W05F,2025-03-01T07:33:28.492783616Z,env.traffic.count.outgoing.straight,6
W05F,2025-03-01T07:33:28.492783616Z,env.traffic.count.total,18
W05F,2025-03-01T07:27:25.463637248Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T07:27:25.463637248Z,env.traffic.count.total,1
W05F,2025-03-01T07:20:35.635746048Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T07:20:35.635746048Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T07:20:35.635746048Z,env.traffic.count.total,5
W05F,2025-03-01T07:14:29.243037184Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T07:14:29.243037184Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T07:14:29.243037184Z,env.traffic.count.total,2
W05F,2025-03-01T07:07:56.899069952Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T07:07:56.899069952Z,env.traffic.count.total,4
W05F,2025-03-01T07:01:51.169302784Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T07:01:51.169302784Z,env.traffic.count.total,1
W05F,2025-03-01T06:55:35.66145536Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T06:55:35.66145536Z,env.traffic.count.total,1
W05F,2025-03-01T06:49:32.410578432Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T06:49:32.410578432Z,env.traffic.count.total,2
W05F,2025-03-01T06:43:16.648Z,env.traffic.count.incoming.straight,7
W05F,2025-03-01T06:43:16.648Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T06:43:16.648Z,env.traffic.count.total,10
W05F,2025-03-01T06:37:07.437293824Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T06:37:07.437293824Z,env.traffic.count.total,2
W05F,2025-03-01T06:30:32.956191488Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T06:30:32.956191488Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T06:30:32.956191488Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T06:30:32.956191488Z,env.traffic.count.total,5
W05F,2025-03-01T06:24:31.920733952Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T06:24:31.920733952Z,env.traffic.count.total,2
W05F,2025-03-01T06:18:20.129180416Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T06:18:20.129180416Z,env.traffic.count.total,1
W05F,2025-03-01T06:11:47.804534528Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T06:11:47.804534528Z,env.traffic.count.incoming.right,3
W05F,2025-03-01T06:11:47.804534528Z,env.traffic.count.incoming.straight,7
W05F,2025-03-01T06:11:47.804534528Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T06:11:47.804534528Z,env.traffic.count.total,15
W05F,2025-03-01T06:05:37.809865216Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T06:05:37.809865216Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T06:05:37.809865216Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T06:05:37.809865216Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T06:05:37.809865216Z,env.traffic.count.total,6
W05F,2025-03-01T05:58:25.468827648Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T05:58:25.468827648Z,env.traffic.count.incoming.straight,4
W05F,2025-03-01T05:58:25.468827648Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T05:58:25.468827648Z,env.traffic.count.total,6
W05F,2025-03-01T05:52:24.568593408Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T05:52:24.568593408Z,env.traffic.count.total,2
W05F,2025-03-01T05:45:52.407647488Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T05:45:52.407647488Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T05:45:52.407647488Z,env.traffic.count.incoming.straight,6
W05F,2025-03-01T05:45:52.407647488Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T05:45:52.407647488Z,env.traffic.count.total,11
W05F,2025-03-01T05:39:52.470251008Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T05:39:52.470251008Z,env.traffic.count.total,4
W05F,2025-03-01T05:33:01.382445312Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T05:33:01.382445312Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T05:33:01.382445312Z,env.traffic.count.incoming.straight,8
W05F,2025-03-01T05:33:01.382445312Z,env.traffic.count.outgoing.straight,21
W05F,2025-03-01T05:33:01.382445312Z,env.traffic.count.total,32
W05F,2025-03-01T05:26:55.175953664Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T05:26:55.175953664Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T05:26:55.175953664Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T05:26:55.175953664Z,env.traffic.count.total,5
W05F,2025-03-01T05:20:10.443042816Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T05:20:10.443042816Z,env.traffic.count.incoming.straight,3
W05F,2025-03-01T05:20:10.443042816Z,env.traffic.count.outgoing.straight,12
W05F,2025-03-01T05:20:10.443042816Z,env.traffic.count.total,16
W05F,2025-03-01T05:13:38.187460608Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T05:13:38.187460608Z,env.traffic.count.outgoing.straight,6
W05F,2025-03-01T05:13:38.187460608Z,env.traffic.count.total,8
W05F,2025-03-01T05:06:09.31808Z,env.traffic.count.incoming.left,6
W05F,2025-03-01T05:06:09.31808Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T05:06:09.31808Z,env.traffic.count.outgoing.straight,13
W05F,2025-03-01T05:06:09.31808Z,env.traffic.count.total,21
W05F,2025-03-01T05:00:04.114543616Z,env.traffic.count.total,0
W05F,2025-03-01T04:52:14.214020608Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T04:52:14.214020608Z,env.traffic.count.incoming.right,4
W05F,2025-03-01T04:52:14.214020608Z,env.traffic.count.incoming.straight,6
W05F,2025-03-01T04:52:14.214020608Z,env.traffic.count.outgoing.straight,15
W05F,2025-03-01T04:52:14.214020608Z,env.traffic.count.total,27
W05F,2025-03-01T04:45:48.925140992Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T04:45:48.925140992Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T04:45:48.925140992Z,env.traffic.count.outgoing.straight,5
W05F,2025-03-01T04:45:48.925140992Z,env.traffic.count.total,7
W05F,2025-03-01T04:39:09.248622848Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T04:39:09.248622848Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T04:39:09.248622848Z,env.traffic.count.incoming.straight,8
W05F,2025-03-01T04:39:09.248622848Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T04:39:09.248622848Z,env.traffic.count.total,15
W05F,2025-03-01T04:32:49.257522688Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T04:32:49.257522688Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T04:32:49.257522688Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T04:32:49.257522688Z,env.traffic.count.total,5
W05F,2025-03-01T04:25:57.70842112Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T04:25:57.70842112Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T04:25:57.70842112Z,env.traffic.count.incoming.straight,4
W05F,2025-03-01T04:25:57.70842112Z,env.traffic.count.outgoing.straight,12
W05F,2025-03-01T04:25:57.70842112Z,env.traffic.count.total,20
W05F,2025-03-01T04:19:27.287227136Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T04:19:27.287227136Z,env.traffic.count.outgoing.straight,4
W05F,2025-03-01T04:19:27.287227136Z,env.traffic.count.total,5
W05F,2025-03-01T04:12:30.35502848Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T04:12:30.35502848Z,env.traffic.count.incoming.straight,16
W05F,2025-03-01T04:12:30.35502848Z,env.traffic.count.outgoing.straight,7
W05F,2025-03-01T04:12:30.35502848Z,env.traffic.count.total,25
W05F,2025-03-01T04:05:58.107394816Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T04:05:58.107394816Z,env.traffic.count.outgoing.straight,7
W05F,2025-03-01T04:05:58.107394816Z,env.traffic.count.total,9
W05F,2025-03-01T03:58:31.484097792Z,env.traffic.count.incoming.left,4
W05F,2025-03-01T03:58:31.484097792Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T03:58:31.484097792Z,env.traffic.count.incoming.straight,23
W05F,2025-03-01T03:58:31.484097792Z,env.traffic.count.outgoing.straight,16
W05F,2025-03-01T03:58:31.484097792Z,env.traffic.count.total,44
W05F,2025-03-01T03:51:39.804912384Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T03:51:39.804912384Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T03:51:39.804912384Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T03:51:39.804912384Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T03:51:39.804912384Z,env.traffic.count.total,6
W05F,2025-03-01T03:44:41.78850432Z,env.traffic.count.incoming.left,3
W05F,2025-03-01T03:44:41.78850432Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T03:44:41.78850432Z,env.traffic.count.incoming.straight,21
W05F,2025-03-01T03:44:41.78850432Z,env.traffic.count.outgoing.straight,30
W05F,2025-03-01T03:44:41.78850432Z,env.traffic.count.total,55
W05F,2025-03-01T03:38:23.2720832Z,env.traffic.count.incoming.left,2
W05F,2025-03-01T03:38:23.2720832Z,env.traffic.count.incoming.right,3
W05F,2025-03-01T03:38:23.2720832Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T03:38:23.2720832Z,env.traffic.count.outgoing.straight,3
W05F,2025-03-01T03:38:23.2720832Z,env.traffic.count.total,10
W05F,2025-03-01T03:30:40.201732096Z,env.traffic.count.incoming.left,3
W05F,2025-03-01T03:30:40.201732096Z,env.traffic.count.incoming.straight,17
W05F,2025-03-01T03:30:40.201732096Z,env.traffic.count.outgoing.straight,33
W05F,2025-03-01T03:30:40.201732096Z,env.traffic.count.total,53
W05F,2025-03-01T03:23:48.76157952Z,env.traffic.count.incoming.right,4
W05F,2025-03-01T03:23:48.76157952Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T03:23:48.76157952Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T03:23:48.76157952Z,env.traffic.count.total,7
W05F,2025-03-01T03:16:39.418063104Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T03:16:39.418063104Z,env.traffic.count.incoming.straight,15
W05F,2025-03-01T03:16:39.418063104Z,env.traffic.count.outgoing.straight,17
W05F,2025-03-01T03:16:39.418063104Z,env.traffic.count.total,33
W05F,2025-03-01T03:10:33.842210304Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T03:10:33.842210304Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T03:10:33.842210304Z,env.traffic.count.total,3
W05F,2025-03-01T03:02:22.27590272Z,env.traffic.count.incoming.left,4
W05F,2025-03-01T03:02:22.27590272Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T03:02:22.27590272Z,env.traffic.count.incoming.straight,23
W05F,2025-03-01T03:02:22.27590272Z,env.traffic.count.outgoing.straight,24
W05F,2025-03-01T03:02:22.27590272Z,env.traffic.count.total,52
W05F,2025-03-01T02:55:59.707835648Z,env.traffic.count.incoming.left,4
W05F,2025-03-01T02:55:59.707835648Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T02:55:59.707835648Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T02:55:59.707835648Z,env.traffic.count.total,6
W05F,2025-03-01T02:48:47.860588544Z,env.traffic.count.incoming.left,4
W05F,2025-03-01T02:48:47.860588544Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T02:48:47.860588544Z,env.traffic.count.incoming.straight,16
W05F,2025-03-01T02:48:47.860588544Z,env.traffic.count.outgoing.straight,19
W05F,2025-03-01T02:48:47.860588544Z,env.traffic.count.total,40
W05F,2025-03-01T02:42:00.608576256Z,env.traffic.count.incoming.right,3
W05F,2025-03-01T02:42:00.608576256Z,env.traffic.count.incoming.straight,6
W05F,2025-03-01T02:42:00.608576256Z,env.traffic.count.total,9
W05F,2025-03-01T02:34:47.134951936Z,env.traffic.count.incoming.left,3
W05F,2025-03-01T02:34:47.134951936Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T02:34:47.134951936Z,env.traffic.count.incoming.straight,14
W05F,2025-03-01T02:34:47.134951936Z,env.traffic.count.outgoing.straight,16
W05F,2025-03-01T02:34:47.134951936Z,env.traffic.count.total,35
W05F,2025-03-01T02:28:11.68570624Z,env.traffic.count.incoming.right,3
W05F,2025-03-01T02:28:11.68570624Z,env.traffic.count.incoming.straight,2
W05F,2025-03-01T02:28:11.68570624Z,env.traffic.count.outgoing.straight,2
W05F,2025-03-01T02:28:11.68570624Z,env.traffic.count.total,7
W05F,2025-03-01T02:20:50.11224192Z,env.traffic.count.incoming.left,3
W05F,2025-03-01T02:20:50.11224192Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T02:20:50.11224192Z,env.traffic.count.incoming.straight,9
W05F,2025-03-01T02:20:50.11224192Z,env.traffic.count.outgoing.straight,40
W05F,2025-03-01T02:20:50.11224192Z,env.traffic.count.total,53
W05F,2025-03-01T02:14:19.090788608Z,env.traffic.count.incoming.left,5
W05F,2025-03-01T02:14:19.090788608Z,env.traffic.count.incoming.right,2
W05F,2025-03-01T02:14:19.090788608Z,env.traffic.count.incoming.straight,3
W05F,2025-03-01T02:14:19.090788608Z,env.traffic.count.total,10
W05F,2025-03-01T02:07:06.627399168Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T02:07:06.627399168Z,env.traffic.count.incoming.right,3
W05F,2025-03-01T02:07:06.627399168Z,env.traffic.count.incoming.straight,6
W05F,2025-03-01T02:07:06.627399168Z,env.traffic.count.outgoing.straight,12
W05F,2025-03-01T02:07:06.627399168Z,env.traffic.count.total,22
W05F,2025-03-01T02:00:29.648822016Z,env.traffic.count.incoming.left,7
W05F,2025-03-01T02:00:29.648822016Z,env.traffic.count.incoming.right,3
W05F,2025-03-01T02:00:29.648822016Z,env.traffic.count.incoming.straight,4
W05F,2025-03-01T02:00:29.648822016Z,env.traffic.count.outgoing.straight,1
W05F,2025-03-01T02:00:29.648822016Z,env.traffic.count.total,15
W05F,2025-03-01T01:52:21.652372992Z,env.traffic.count.incoming.left,8
W05F,2025-03-01T01:52:21.652372992Z,env.traffic.count.incoming.right,5
W05F,2025-03-01T01:52:21.652372992Z,env.traffic.count.incoming.straight,16
W05F,2025-03-01T01:52:21.652372992Z,env.traffic.count.outgoing.straight,28
W05F,2025-03-01T01:52:21.652372992Z,env.traffic.count.total,57
W05F,2025-03-01T01:45:48.918881792Z,env.traffic.count.incoming.left,1
W05F,2025-03-01T01:45:48.918881792Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T01:45:48.918881792Z,env.traffic.count.incoming.straight,1
W05F,2025-03-01T01:45:48.918881792Z,env.traffic.count.outgoing.straight,6
W05F,2025-03-01T01:45:48.918881792Z,env.traffic.count.total,9
W05F,2025-03-01T01:38:49.491224832Z,env.traffic.count.incoming.straight,22
W05F,2025-03-01T01:38:49.491224832Z,env.traffic.count.outgoing.straight,25
W05F,2025-03-01T01:38:49.491224832Z,env.traffic.count.total,47
W05F,2025-03-01T01:32:34.871474432Z,env.traffic.count.incoming.left,6
W05F,2025-03-01T01:32:34.871474432Z,env.traffic.count.incoming.right,1
W05F,2025-03-01T01:32:34.871474432Z,env.traffic.count.outgoing.straight,5
W05F,2025-03-01T01:32:34.871474432Z,env.traffic.count.total,12
W05F,2025-03-01T01:24:55.01065472Z,env.traffic.count.incoming.left,2
